Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Description,Environment,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Problem/Incident),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Flags),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
IOUtils.closeQuietly Javadoc needs fixing,IO-438,12708085,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,sebb,sebb,12/Apr/14 12:15,12/Apr/14 12:15,12/Jun/19 20:48,,,,,,,,,,,,,0,,"As mentioned in a comment on IO-388, there is a danger that closeQuietly is used inappropriately.

Indeed the ""Closing all streams:"" examples in the Javadoc for various closeQuietly methods are wrong.

The IOUtils.copy() methods don't close their input and output parameters.

It is arguably OK to ignore exceptions when closing the input, but it is a bad idea to ignore exceptions when closing the output, as that could mean that the output has not been fully written.

The Javadoc for these examples could be dropped, but I think it would be better to fix it to show how it should be done properly.

There are a lot of copies of the bad example; I suggest we agree on a sample replacement before updating them all.",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,386408,,,2014-04-12 12:15:05.0,,,,,,0|i1ukef:,386673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByteArrayOutputStream can overflow,IO-429,12700981,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,fabianlange,fabianlange,12/Mar/14 14:40,12/Mar/14 21:08,12/Jun/19 20:48,,,,,,,,,,Utilities,,,0,,"There are many places involved in the problem, and a good fix might be problematic performance wise.

For example:
IOUtils.toByteArray(InputStream input) invoked with a Stream which feeds more than Integer.MAX_VALUE bytes will either crash with NegativeArraySizeException or maybe worse overflow in such a way that it returns fine (but only with partial data)

The ByteArrayOutputStream will happily consume the full stream but ""int count"" will overflow. At some point then toByteArray is invoked which will do like new byte[count].

maybe ""needNewBuffer"" can throw the IllegalArgumentException, as it gets  the count and could check for the overflow.",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2014-03-12 20:44:24.022,,,false,,,,,,,,,,,,,,379327,,,Wed Mar 12 20:44:24 UTC 2014,,,,,,0|i1tczz:,379619,,,,,,,,,"12/Mar/14 20:44;b.eckenfels;The current code is nicely reusing ByteArrayOutputStream as well as largeCopy() from IOUtils. There would be the option to implement it much more directly (using a gatherlist approach and size limited buffers), which would have a number of advantages:

- reduced array copies (each byte at most once)
- controlled array resizing (for example 2 step linear growth)
- flatter stacks
- using some available() hints

But the code would be more complicated. Something like (pseudocode):

{code}
minsize=4k;
normsize=1M;
offset=0;
buf = new byte[minsize];
while(hasRoom(buf,offfset)
  c = in.read(buf,offset,bug.length-offset);
  read += c;
if (eof) return Arrays.copy(buf,read);
gatherlist = new ArrayList<byte[])(); // max 2047 1mb fragments
gatherlist.add(buf);
while(true) {
  buf= new byte[normsize]; 
  c = in.readFully(buf);
  read+=c;
  if read > MAX_INT
    throw();
  if (eof) return arrayFrom(gatherlist, buf);
  gatherlist.add(buf);
}
{code}

If you think it is worth to have this kind of optimized implementation I can provide a working version. It is not only good for large streams, but will also reduce the allocations for short ones. (copyLarge() has one buffer, ArrayOutputStream has a internal and returned one).

But actually ByteBuffer would be much nicer as a return type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detection of deleted directories fails if the directory does not exist when the observer is created.,IO-420,12687883,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,joepacde,joepacde,08/Jan/14 15:46,08/Jan/14 15:48,12/Jun/19 20:48,,2.4,,,,,,,,Utilities,,,0,,"If a directory is observed, that doesn't exist when the observer is created, no deletion event will be created, when this directory is deleted again.
Use case: mounting/unmounting of usb devices",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,366890,,,Wed Jan 08 15:48:29 UTC 2014,,,,,,0|i1r8pr:,367201,,,,,,,,,"08/Jan/14 15:48;joepacde;Issue is solved when changing FileAlterationOberserver.checkAndNotify to:

		if (rootFile.exists()) {
			rootEntry.setExists(true);
			checkAndNotify(rootEntry, rootEntry.getChildren(),
					listFiles(rootFile));
		} else if (rootEntry.isExists()) {
			rootEntry.setExists(false);
			checkAndNotify(rootEntry, rootEntry.getChildren(),
					FileUtils.EMPTY_FILE_ARRAY);
		} else {
			// Didn't exist and still doesn't
		}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOUtils.writeLines is not correct with a charset with BOM,IO-414,12683335,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,florent.brosse,florent.brosse,08/Dec/13 16:36,08/Dec/13 16:43,12/Jun/19 20:48,,2.4,2.5,,,,,,,Streams/Writers,Utilities,,0,,"When a charset has a BOM (like UTF-16), the method IOUtils.writeLines put 2 BOM on each line.

",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,362587,,,Sun Dec 08 16:40:24 UTC 2013,,,,,,0|i1qi1b:,362881,,,,,,,,,"08/Dec/13 16:40;florent.brosse;I suggest that code to correct that bug:

    public static void writeLines(final Collection<?> lines, String lineEnding, final OutputStream output, final Charset encoding)
            throws IOException {
        if (lines == null) {
            return;
        }
        if (lineEnding == null) {
            lineEnding = LINE_SEPARATOR;
        }
        final Charset cs = Charsets.toCharset(encoding);
        StringBuilder stringBuilder = new StringBuilder();
        for (final Object line : lines) {
            if (line != null) {
            	stringBuilder.append(line.toString());
            }
            stringBuilder.append(lineEnding);
        }
        output.write(stringBuilder.toString().getBytes(cs));
    }

 public static void writeLines(final Collection<?> lines, String lineEnding,
            final Writer writer) throws IOException {
        if (lines == null) {
            return;
        }
        if (lineEnding == null) {
            lineEnding = LINE_SEPARATOR;
        }
        StringBuilder stringBuilder = new StringBuilder();
        for (final Object line : lines) {
            if (line != null) {
            	stringBuilder.append(line.toString());
            }
            stringBuilder.append(lineEnding);
        }
        writer.write(stringBuilder.toString());
    }
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tailer does not handle log file rotation properly if reOpen is true,IO-399,12668291,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,sebb,sebb,12/Sep/13 15:50,23/Apr/17 09:34,12/Jun/19 20:48,,,,,,,,,,,,,1,,"If the reOpen option is true, the Tailer can currently fail with FileNotFoundException if a logger renames or deletes an existing file and does not replace it before the Tailer tries to reopen it following the wait period.

In the case of Windows, the delete/rename can only occur during the wait period as the file is locked otherwise, but for other OSes the delete/rename may occur whilst the tailer still has the file open; as far as I can tell, that case is catered for.

The Tailer should report FileNotFound and wait for the file to reappear.",,,,,,,,,,,,IO-398,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2014-11-10 09:23:49.368,,,false,,,,,,,,,,,,,,348225,,,Mon Nov 10 11:44:37 UTC 2014,,,,,,0|i1o1n3:,348521,,,,,,,,,10/Nov/14 09:23;zerkms;This issue is pretty severe. Curious why it didn't draw any attention :-(,"10/Nov/14 11:44;zerkms;Btw, created a quick fix for this issue: https://github.com/zerkms/commons-io/compare/IO399-handling-reopen

What do you think of it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FileUtils.doCopyFile uses different methods to check the file sizes,IO-386,12650510,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Minor,,,sebb,sebb,02/Jun/13 13:37,05/Apr/19 15:02,12/Jun/19 20:48,,,,,,,,,,,,,0,,"FileUtils.doCopyFile uses FileChannel.size() to measure the input file length at the start, and File.length() to compare the lengths at the end.

This is inconsistent.
If there is a good reason for this it should be documented, otherwise it should probably use the same method for all the checks.
[Note: is FileChannel.size() accurate if the file has not been flushed?]",,,,,,,,,,,,,,,IO-604,IO-544,IO-443,,,,,,0.0,,,,,,,,,,,,,,,,,,,2017-07-06 02:34:58.646,,,false,,,,,,,,,,,,,,330837,,,Fri Apr 05 14:19:07 UTC 2019,,,,,,0|i1l2r3:,331170,,,,,,,,,"04/Jun/13 00:19;sebb;A related issue: 
Why is the input file size refetched at the end? 
Why not re-use the original value?","06/Jul/17 02:34;b.eckenfels;After discussion in IO-544 I also wonder if the transferFrom returning 0 case does not need a few retries to avoid the length difference exception
","11/Dec/17 10:59;zhipengxu;Can we save the length before copy really start and compare it with the new generated file ? 
Does it really cannot be fixed?","11/Dec/17 11:39;b.eckenfels;You probably can compare it with the size at the beginning. Both seems to be rather strange, but comparing with the size after copy is less likely to fail when the file has changed meanwhile. If this is good or bad is a different question :)

Can you tell us what you need to get fixed?","05/Apr/19 14:19;ggregory;Won't this become moot if we call {{Files.copy(Path,Path,CopyOptions)}} within this API?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClassLoaderInputStream - should this delegate to the parent class loader?,IO-378,12642933,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,sebb,sebb,17/Apr/13 14:12,20/Apr/13 23:27,12/Jun/19 20:48,,2.4,,,,,,,,,,,0,,"ClassLoaderInputStream currently delegates to its superclass if it cannot resolve the class itself.

This means it may resolve classes that are not in the specified class loader.

Consider whether to change this, or add an option to suppress the delegation.

This would affect the resolveClass and resolveProxyClass methods.",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,323343,,,Sat Apr 20 23:27:11 UTC 2013,,,,,,0|i1jscf:,323688,,,,,,,,,"20/Apr/13 23:27;sebb;Note: it would still need to create primitive classes, either by delegation or by creating them directly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FileUtils.copyDirectory and copyFile fail on AIX hosts over CIFS mounted directory,IO-371,12635685,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Minor,,,jonnybot,jonnybot,06/Mar/13 23:25,14/Mar/14 12:12,12/Jun/19 20:48,,2.4,,,,,,,,Utilities,,,0,,"In a groovy script that imports org.apache.commons.io.FileUtils, I'm trying to copy a directory from one location to another. Both locations are accessed through a mounted CIFS directory. When I try, I get this exception:
{code}
java.io.IOException: A system call received a parameter that is not valid.
	at sun.nio.ch.FileChannelImpl.map0(Native Method)
	at sun.nio.ch.FileChannelImpl.map(FileChannelImpl.java:768)
	at sun.nio.ch.FileChannelImpl.transferFromFileChannel(FileChannelImpl.java:552)
	at sun.nio.ch.FileChannelImpl.transferFrom(FileChannelImpl.java:615)
	at org.apache.commons.io.FileUtils.doCopyFile(FileUtils.java:1147)
	at org.apache.commons.io.FileUtils.doCopyDirectory(FileUtils.java:1428)
	at org.apache.commons.io.FileUtils.copyDirectory(FileUtils.java:1389)
	at org.apache.commons.io.FileUtils.copyDirectory(FileUtils.java:1261)
	at org.apache.commons.io.FileUtils.copyDirectory(FileUtils.java:1230)
	at org.apache.commons.io.FileUtils$copyDirectory.call(Unknown Source)
	at org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall(CallSiteArray.java:45)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:108)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:120)
	at plutarch.archiveOldFilesOnSabrina(plutarch.groovy:111)
	at plutarch$archiveOldFilesOnSabrina.callCurrent(Unknown Source)
	at org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallCurrent(CallSiteArray.java:49)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent(AbstractCallSite.java:133)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent(AbstractCallSite.java:149)
	at plutarch.run(plutarch.groovy:47)
	at groovy.lang.GroovyShell.runScriptOrMainOrTestOrRunnable(GroovyShell.java:257)
	at groovy.lang.GroovyShell.run(GroovyShell.java:220)
	at groovy.lang.GroovyShell.run(GroovyShell.java:150)
	at groovy.ui.GroovyMain.processOnce(GroovyMain.java:588)
	at groovy.ui.GroovyMain.run(GroovyMain.java:375)
	at groovy.ui.GroovyMain.process(GroovyMain.java:361)
	at groovy.ui.GroovyMain.processArgs(GroovyMain.java:120)
	at groovy.ui.GroovyMain.main(GroovyMain.java:100)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:60)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:37)
	at java.lang.reflect.Method.invoke(Method.java:611)
	at org.codehaus.groovy.tools.GroovyStarter.rootLoader(GroovyStarter.java:106)
	at org.codehaus.groovy.tools.GroovyStarter.main(GroovyStarter.java:128)
{code}

This executes normally on Windows using the same version of Java (1.6). Another user has a similar experience that makes me think this is an issue specific to AIX: http://stackoverflow.com/questions/15092855/howto-copy-a-folder-and-all-its-content-in-java-recursively-including-symbolic

Given the stack trace, this is probably something that Java 1.7 addressed, but it may be worthwhile for the copyDirectory and copyFile methods to provide a switch to handle symbolic links.","Java 1.6, AIX, FileUtils, Groovy 2.1.1, cifs",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2014-03-14 12:12:21.769,,,false,,,,,,,,,,,,,,316178,,,Fri Mar 14 12:12:21 UTC 2014,,,,,,0|i1ik4n:,316521,,,,,,,,,"14/Mar/14 12:12;ukslim;map() does not work on AIX CIFS mounts. You can demonstrate it with a short program:

{code:java}
		File file = new File(path);
		FileInputStream stream = new FileInputStream(file);
		FileChannel channel = stream.getChannel();
		MappedByteBuffer buffer = 
				channel.map(MapMode.READ_ONLY, 0, channel.size());
{/code}

Throws: java.io.IOException: A system call received a parameter that is not valid 

... on AIX CIFS mounts.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maven-Bundle-Plugin imports version 2.4 as 1.4,IO-350,12613100,Bug,Open,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,adrian2k7,adrian2k7,23/Oct/12 07:25,27/Nov/16 09:43,12/Jun/19 20:48,,2.4,2.5,,,,,,,,,,1,,"In 2.4 you added 
{code}
 <commons.osgi.export>
        <!-- Explicit list of packages from IO 1.4 -->
        org.apache.commons.io;
        org.apache.commons.io.comparator;
        org.apache.commons.io.filefilter;
        org.apache.commons.io.input;
        org.apache.commons.io.output;version=1.4.9999;-noimport:=true,
        <!-- Same list plus * for new packages -->
        org.apache.commons.io;
        org.apache.commons.io.comparator;
        org.apache.commons.io.filefilter;
        org.apache.commons.io.input;
        org.apache.commons.io.output;
        org.apache.commons.io.*;version=${project.version};-noimport:=true
    </commons.osgi.export>
{code}

This creates an entry in the MANIFEST.MF like
{code}
Import-Package: org.apache.commons.io;version=""[1.4,2)""
{code}

Which leads to our bundles not working with 2.4, as we are exporting 2.4 and not 1.4 in our application.

I think the solution is, that if somebody want's to use it as 1.4 he should export the packages as 1.4 by themselves.

I added an example project.",,,,,,,,,,,,,,,,,,23/Oct/12 07:27;adrian2k7;commons-io-osgi-bug.zip;https://issues.apache.org/jira/secure/attachment/12550418/commons-io-osgi-bug.zip,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,250502,,,2012-10-23 07:25:47.0,,,,,,0|i0ayyn:,61937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FileUtils.isSymlinks misses symlink folders on Windows,IO-295,12536566,Bug,Reopened,IO,Commons IO,software,issues@commons.apache.org,Commons IO is a library of utilities to assist with developing IO functionality. ,http://commons.apache.org/io/,Major,,,ripper234,ripper234,29/Dec/11 10:50,10/Apr/14 08:57,12/Jun/19 20:48,,2.1,,,,,,,,,,,0,,"I created a symlink folder via mklink.
Then, while debugging, I noticed that FileUtils.isSymlink() returns false on this directory, while Java 7's Files.isSymbolicLink() returns true.","Windows 7 64 bit, Oracle Java 7",,,,,,,,,,,,,,,,,18/Mar/12 21:14;detinho;IO-295-1.patch;https://issues.apache.org/jira/secure/attachment/12518853/IO-295-1.patch,17/Mar/12 21:35;detinho;IO-295.patch;https://issues.apache.org/jira/secure/attachment/12518809/IO-295.patch,,,,2.0,,,,,,,,,,,,,,,,,,,2012-03-14 03:01:40.794,,,false,,,,,,,,,,,,,,222249,,,Thu Apr 10 08:57:36 UTC 2014,,,,,,0|i0slpr:,164995,,,,,,,,,"14/Mar/12 03:01;sebb;At present, the method always returns false for Windows systems.
Not sure whether it's possible to detect symbolic links on Windows (except by using Java 7 of course).","17/Mar/12 21:35;detinho;I thought a, in my opinion, workaround implementation: on windows, execute a dir command on the symlink and check if it contains <SYMLINK> or <SYMLINKD> (for files and directories).
I attached a prototype patch. If the idea get accepted, I'll work to improve the patch (maybe use commons exec?).","18/Mar/12 14:28;sebb;It's far from ideal using a command shell for this, but if it is the only way it might be worth it.

The class FileSystemUtils currently uses the same approach for getting the system free space, so if it is necessary to use a shell, we can re-use the process code from that class.","18/Mar/12 21:14;detinho;A new patch.
Moved the shell execution code to a new package protected class ExecUtils.","17/Apr/13 02:10;sebb;Looks like DIR does not list symlinks without adding either * or ? to the end of the path.
This means that the DIR command may return details for other symbolic links that happen to match the wildard expression.
The suggested patch would need enhancing to prevent false matches.",21/Apr/13 04:42;bayard;How about an (if JAVA_7) return isSymbolicLink at the top of our method?,22/Apr/13 17:39;sebb;There's little point fixing this now; Java 7 users can just use java.nio.file.Files.isSymbolicLink(Path path) which works for all OSes,"03/Apr/14 19:57;werickson;I disagree.

Apache Commons code also calls this flawed implementation instead of calling java.nio.file.Files.isSymbolicLink.

Here's an example:
http://grepcode.com/file/repo1.maven.org/maven2/commons-io/commons-io/2.4/org/apache/commons/io/FileUtils.java/#1529

In this particular case calling deleteDirectory() in windows will give vastly different results than it does in Linux/Unix

If you're going to tell people to stop using this implementation, you should also follow your own advice, and stop using it internally too.","03/Apr/14 21:50;sguillory6;Guys,
     This is not a Windows only issue. This bit us today in our CI build on an Ubuntu build node. In migrating our build nodes, we moved to a raid disk array, and starting using symbolic links to keep our build configs the same, and a number of unit tests starting failing due to FileUtils.isSymbolicLink() falsely reporting that leaf file was a symbolic link.
     I agree with Will Erickson. The Commons IO FileUtils.deleteDirectory() is calling the defective method and should be fixed.",10/Apr/14 08:57;bayard;Reopening per the comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
